date,eventName,eventTitle,eventUrl,location
12/10/2021,LFA 120,Cantuaria vs. Horth,https://www.sherdog.com/events/LFA-120-Cantuaria-vs-Horth-91116,-Mystic Lake Casino Hotel; Prior Lake; Minnesota; United States-
12/10/2021,Flex Fight Series,Beast Mode Vol. 8,https://www.sherdog.com/events/Flex-Fight-Series-Beast-Mode-Vol-8-91100,-The Sports Arena; St. James; New York; United States-
12/10/2021,XFC,Young Guns 4,https://www.sherdog.com/events/XFC-Young-Guns-4-91071,-DeltaPlex Arena; Grand Rapids; Michigan; United States-
12/10/2021,FAC 11,Fighting Alliance Championship,https://www.sherdog.com/events/FAC-11-Fighting-Alliance-Championship-91070,-Cable Dahmer Arena; Independence; Missouri; United States-
12/10/2021,EFC 43,Eagle Fighting Championship 43,https://www.sherdog.com/events/EFC-43-Eagle-Fighting-Championship-43-91069,-Irina Viner-Usmanova Gymnastics Palace; Moscow; Russia-
12/10/2021,CW 131,Cage Warriors 131,https://www.sherdog.com/events/CW-131-Cage-Warriors-131-90721,-London; England-
12/10/2021,NLFC,Next Level Fight Club 12,https://www.sherdog.com/events/NLFC-Next-Level-Fight-Club-12-90376,-Myrtle Beach Sports Center; Myrtle Beach; South Carolina; United States-
12/09/2021,Hardcore FC,Hardcore MMA 16,https://www.sherdog.com/events/Hardcore-FC-Hardcore-MMA-16-91446,-Hardcore Platform; Moscow; Russia-
12/09/2021,WCC 003,Mendez vs. de Castro,https://www.sherdog.com/events/WCC-003-Mendez-vs-de-Castro-91242,-Arena Bar; Barranco; Lima; Peru-
12/08/2021,HDH,Hombres De Honor 110,https://www.sherdog.com/events/HDH-Hombres-De-Honor-110-91647,-Pabellon Municipal de Ondara; Ondara; Spain-
12/05/2021,Shooto,Torao Gig 03 / Torao 26,https://www.sherdog.com/events/Shooto-Torao-Gig-03-Torao-26-90741,-Blue Live Hiroshima; Hiroshima; Hiroshima; Japan-
12/05/2021,Vozrozhdenie,Vzlet 1,https://www.sherdog.com/events/Vozrozhdenie-Vzlet-1-91493,-Sambo Development Institute Kharlapiev; Moscow; Russia-
12/05/2021,Fighting Sport Arts,FSA Submission Pro Cup: No Mercy,https://www.sherdog.com/events/Fighting-Sport-Arts-FSA-Submission-Pro-Cup-No-Mercy-91406,-Loft Hall; Moscow; Russia-
12/05/2021,Clan Wars,VIP Fight Night,https://www.sherdog.com/events/Clan-Wars-VIP-Fight-Night-91331,-Crowne Plaza Hotel; Shaw's Bridge; Belfast; Northern Ireland-
12/05/2021,MPL 2,Muradov Professional League 2,https://www.sherdog.com/events/MPL-2-Muradov-Professional-League-2-91330,-Sports College of Andijan; Andijan; Uzbekistan-
12/05/2021,RMMA 1,Rogue MMA 1,https://www.sherdog.com/events/RMMA-1-Rogue-MMA-1-91198,-Melbourne Pavilion; Kensington; Victoria; Australia-
12/05/2021,UFL,Ultimate Fighting League 10,https://www.sherdog.com/events/UFL-Ultimate-Fighting-League-10-91109,-Kullu; Manali; Himachal Pradesh; India-
12/05/2021,KOTC,Kick Start,https://www.sherdog.com/events/KOTC-Kick-Start-90748,-Toyota Arena; Ontario; California; United States-
