name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
chris descourouez,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Chris-Descourouez-32715
aaron koller,None,None,None,None,chosen few,None,0,0,None,None,https://www.sherdog.com/fighter/Aaron-Koller-58395
aaron culpepper,11/24/1982,39,71,170,None,welterweight,3,5,United States,None,https://www.sherdog.com/fighter/Aaron-Culpepper-60432
mike mintz,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Mike-Mintz-15666
jeff crott,None,None,None,None,None,None,0,1,United States,None,https://www.sherdog.com/fighter/Jeff-Crott-70308
dylan spicer,None,None,None,None,minnesota martial arts academy,None,7,0,None,None,https://www.sherdog.com/fighter/Dylan-Spicer-12921
steven cloud,09/23/1977,44,69,175,north texas mma,middleweight,0,1,United States,-Lake Dallas Texas-,https://www.sherdog.com/fighter/Steven-Cloud-71993
mike smuda,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Mike-Smuda-14290
jordan isakson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jordan-Isakson-15669
jericho monton,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Jericho-Monton-34046
justin heckman,02/20/1989,32,70,175,None,middleweight,0,0,United States,-Shawnee Oklahoma-,https://www.sherdog.com/fighter/Justin-Heckman-71994
yancy cuellar,None,None,69,171,None,welterweight,10,19,United States,-Moorhead Minnesota-,https://www.sherdog.com/fighter/Yancy-Cuellar-9177
shawn brake,09/1/1982,39,67,160,None,welterweight,0,0,United States,-Chandler Oklahoma-,https://www.sherdog.com/fighter/Shawn-Brake-68526
derick perez,02/7/1986,36,65,165,ho fi do,welterweight,2,1,Canada,-Winnipeg Man-,https://www.sherdog.com/fighter/Derick-Perez-4973
cory ivey,03/3/1989,32,71,174,None,middleweight,0,0,United States,-Sherman Texas-,https://www.sherdog.com/fighter/Cory-Ivey-62330
nik leggett,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Nik-Leggett-25380
cory henley,None,None,70,155,None,lightweight,0,0,United States,-Oklahoma-,https://www.sherdog.com/fighter/Cory-Henley-57373
roger alves,02/7/1985,37,66,165,shaved bears mma,welterweight,5,1,Canada,-Edmonton Alberta-,https://www.sherdog.com/fighter/Roger-Alves-11401
seth harbison,None,None,72,175,None,middleweight,0,0,USA,None,https://www.sherdog.com/fighter/Seth-Harbison-68359
michael suttles jr.,None,None,72,185,None,middleweight,3,38,United States,-St. Bonafacius Minnesota-,https://www.sherdog.com/fighter/Michael-Suttles-Jr-12796
steve watson,None,None,66,155,None,lightweight,0,0,United States,-Tulsa Oklahoma-,https://www.sherdog.com/fighter/Steve-Watson-57374
nick green,09/24/1985,36,75,185,hayabusa training centre,middleweight,0,0,Canada,-Edmonton Alberta-,https://www.sherdog.com/fighter/Nick-Green-32310
jesse bongfeldt,08/28/1980,41,72,185,canadian martial arts centre,middleweight,17,5,Canada,-Kenora Ontario-,https://www.sherdog.com/fighter/Jesse-Bongfeldt-6809
lucas goulet,None,None,None,180,None,middleweight,1,1,None,None,https://www.sherdog.com/fighter/Lucas-Goulet-65104
jed deno,None,None,None,155,None,lightweight,15,3,United States,None,https://www.sherdog.com/fighter/Jed-Deno-9740
wayne bogard,05/10/1978,43,None,174,None,middleweight,10,21,United States,-Kokomo Indiana-,https://www.sherdog.com/fighter/Wayne-Bogard-9663
jason hardgraves,None,None,None,155,pg fight club,lightweight,1,0,Canada,-Prince George British Colombia-,https://www.sherdog.com/fighter/Jason-Hardgraves-5616
sean shamrock,None,None,None,170,None,welterweight,0,0,None,None,https://www.sherdog.com/fighter/Sean-Shamrock-68693
jeff lohman,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Jeff-Lohman-9101
trey wiseman,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Trey-Wiseman-33848
shon henson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shon-Henson-30480
justin herbst,10/14/1983,38,71,155,None,lightweight,3,3,None,-Lafayette Indiana-,https://www.sherdog.com/fighter/Justin-Herbst-24708
aaron larson,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Aaron-Larson-9115
rob voss,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Rob-Voss-5686
james warfield,05/9/1978,43,68,169,chosen few,welterweight,23,16,United States,-Sun Prairie Wisconsin-,https://www.sherdog.com/fighter/James-Warfield-8189
brady  gillian,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Brady-Gillian-39062
joe paun,03/5/1980,41,72,170,None,welterweight,5,3,USA,-South Holland Illinois-,https://www.sherdog.com/fighter/Joe-Paun-3010
matt lafromboise,None,None,73,250,None,heavyweight,15,11,United States,-Fargo North Dakota-,https://www.sherdog.com/fighter/Matt-Lafromboise-5100
mike napralla,None,None,71,175,coroner fighting arts,middleweight,2,2,USA,-Madison Wisconsin-,https://www.sherdog.com/fighter/Mike-Napralla-8188
brandon  oliver,None,None,None,164,None,welterweight,0,0,None,None,https://www.sherdog.com/fighter/Brandon-Oliver-38489
terry folkerts,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Terry-Folkerts-25116
brian criddle,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Brian-Criddle-4306
mark long,01/7/1980,42,69,165,alley cat boxing club,welterweight,26,28,United States,-Moline Illinois-,https://www.sherdog.com/fighter/Mark-Long-1001
russ  weignandt,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Russ-Weignandt-39063
justin  curtis,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Justin-Curtis-39075
ethan boyle,None,None,74,205,academy of combat arts,light heavyweight,9,2,United States,-Fargo North Dakota-,https://www.sherdog.com/fighter/Ethan-Boyle-3198
tony dedolph,None,None,72,155,freelance,lightweight,1,5,USA,None,https://www.sherdog.com/fighter/Tony-DeDolph-1350
brant rose,None,None,None,None,None,None,2,5,None,None,https://www.sherdog.com/fighter/Brant-Rose-22091
allan  pappas,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Allan-Pappas-39076
buddy zornes,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Buddy-Zornes-3199
bobby forseen,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Bobby-Forseen-11174
tim howell,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Tim-Howell-27991
tom francis,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tom-Francis-34163
carlos perez,None,None,None,None,southwest mma,None,9,7,None,None,https://www.sherdog.com/fighter/Carlos-Perez-11078
josh pankey,None,None,None,None,None,None,1,17,None,None,https://www.sherdog.com/fighter/Josh-Pankey-2666
squire hill,None,None,None,170,animal house,welterweight,0,1,USA,-Kokomo Indiana-,https://www.sherdog.com/fighter/Squire-Hill-9458
matt wagoner,None,None,68,169,None,welterweight,0,1,None,None,https://www.sherdog.com/fighter/Matt-Wagoner-28099
norman see,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Norman-See-34161
dennis reed,09/11/1967,54,73,194,team extreme,light heavyweight,45,63,United States,-Muscatine Illinois-,https://www.sherdog.com/fighter/Dennis-Reed-617
aaron jarvis,None,None,None,170,freestyle academy,welterweight,2,3,USA,-Kenosha Wisconsin-,https://www.sherdog.com/fighter/Aaron-Jarvis-9455
steve abbott,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Steve-Abbott-34169
mike oliver,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Mike-Oliver-28097
yasunori matsumoto,None,None,None,None,None,None,5,4,Japan,None,https://www.sherdog.com/fighter/Yasunori-Matsumoto-1944
joel blanton,05/21/1971,50,66,170,animal house,welterweight,9,11,United States,-Indianapolis Indiana-,https://www.sherdog.com/fighter/Joel-Blanton-4702
dustin lensey,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Dustin-Lensey-34174
chris mcintyre,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Chris-McIntyre-30635
mike johnson,None,None,None,240,None,heavyweight,2,3,United States,-Iowa-,https://www.sherdog.com/fighter/Mike-Johnson-2538
laine mcdaniel,None,None,None,None,None,None,3,4,None,None,https://www.sherdog.com/fighter/Laine-McDaniel-3138
dustino pino,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Dustino-Pino-4700
chris cruit,None,None,None,None,None,None,9,13,None,None,https://www.sherdog.com/fighter/Chris-Cruit-7501
joshua pelfrey,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joshua-Pelfrey-32368
tim lederer,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tim-Lederer-25508
steve martin,None,None,72,200,meat truck inc.,light heavyweight,2,2,United States,-Cincinnati Ohio-,https://www.sherdog.com/fighter/Steve-Martin-3503
mike woods,08/7/1989,32,None,199,None,light heavyweight,3,1,United States,-Norman Oklahoma-,https://www.sherdog.com/fighter/Mike-Woods-27993
james escaloni,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/James-Escaloni-32363
keith payne,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Keith-Payne-34741
jerry williams,None,None,None,None,None,None,3,0,None,None,https://www.sherdog.com/fighter/Jerry-Williams-29820
aaron brooks,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Aaron-Brooks-35954
rico robinson,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Rico-Robinson-44274
larry srock,09/24/1972,49,None,201,None,light heavyweight,0,1,United States,-Shawnee Oklahoma-,https://www.sherdog.com/fighter/Larry-Srock-41427
kyle  volin,None,None,None,None,None,None,4,8,None,None,https://www.sherdog.com/fighter/Kyle-Volin-42179
branden weiss,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Branden-Weiss-51935
jeff herber,None,None,None,None,None,None,5,1,None,None,https://www.sherdog.com/fighter/Jeff-Herber-25240
josh  kelly,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Josh-Kelly-37253
ricardo hummel,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ricardo-Hummel-42180
alex franklin,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Alex-Franklin-43817
joshua burgess,None,None,68,140,None,featherweight,0,3,United States,-Indianapolis Indiana-,https://www.sherdog.com/fighter/Joshua-Burgess-37584
matt  stoddard,None,None,None,184,None,middleweight,5,3,None,None,https://www.sherdog.com/fighter/Matt-Stoddard-37152
gabe  brooks,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Gabe-Brooks-37598
chris lutz,None,None,70,125,None,flyweight,5,7,United States,None,https://www.sherdog.com/fighter/Chris-Lutz-13422
trenton  colcord,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Trenton-Colcord-44038
jason  lennon,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jason-Lennon-37263
rick cain,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rick-Cain-31304
chris workman,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Chris-Workman-13420
jeremy kearby,None,None,None,None,None,None,3,2,None,None,https://www.sherdog.com/fighter/Jeremy-Kearby-13418
matt horning,08/18/1976,45,64,137,team criis,featherweight,20,25,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Matt-Horning-4648
daniel mcqueen,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Daniel-McQueen-31308
rick emerick,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Rick-Emerick-23870
jesse hughes,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Jesse-Hughes-13747
david miller,None,None,68,146,None,featherweight,1,2,None,None,https://www.sherdog.com/fighter/David-Miller-26436
roger seward,None,None,69,150,None,lightweight,2,2,None,None,https://www.sherdog.com/fighter/Roger-Seward-7651
dorian price,08/20/1977,44,75,155,team jorge gurgel,lightweight,8,5,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Dorian-Price-9786
greg caryer,06/30/1981,40,72,156,hill's martial arts,lightweight,2,6,United States,-Hicksville Ohio-,https://www.sherdog.com/fighter/Greg-Caryer-18300
mike blegin,None,None,None,None,None,None,0,5,None,None,https://www.sherdog.com/fighter/Mike-Blegin-7097
kenny jerrell,None,None,67,155,four seasons martial arts,lightweight,1,4,United States,-Lexington Kentucky-,https://www.sherdog.com/fighter/Kenny-Jerrell-11790
matt arroyo,09/1/1982,39,72,170,gracie tampa south,welterweight,3,3,United States,-Cobleskill New York-,https://www.sherdog.com/fighter/Matt-Arroyo-19456
grant hoppel,07/25/1987,34,71,162,freelance,welterweight,0,0,United States,-East Liverpool Ohio-,https://www.sherdog.com/fighter/Grant-Hoppel-18477
nick agallar,01/13/1979,43,None,155,agallar combative systems,lightweight,24,6,United States,-Racine Wisconsin-,https://www.sherdog.com/fighter/Nick-Agallar-2295
carl click,12/5/1968,53,69,147,None,lightweight,0,0,USA,-St.Louis Missouri-,https://www.sherdog.com/fighter/Carl-Click-32094
troy mandaloniz,02/1/1980,42,69,170,None,welterweight,3,2,United States,-Hilo Hawaii-,https://www.sherdog.com/fighter/Troy-Mandaloniz-12096
nate kline,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nate-Kline-18471
ken davis,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Ken-Davis-10411
adam salas,11/30/1980,41,63,155,fabiano iha,lightweight,0,0,USA,-San Pedro California-,https://www.sherdog.com/fighter/Adam-Salas-32089
paul georgieff,09/22/1982,39,None,155,None,lightweight,6,2,United States,-St. Paul Minnesota-,https://www.sherdog.com/fighter/Paul-Georgieff-11408
leo fowler,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Leo-Fowler-18472
josh  breto,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josh-Breto-38349
issac sarabia peralta,None,None,None,155,sarabia vale tudo,lightweight,0,14,Mexico,-Ensenada Baja California-,https://www.sherdog.com/fighter/Issac-Sarabia-Peralta-12099
todd bouhman,None,None,None,None,None,None,3,2,None,None,https://www.sherdog.com/fighter/Todd-Bouhman-10353
leon tyree,None,None,None,None,None,None,0,6,None,None,https://www.sherdog.com/fighter/Leon-Tyree-18746
chad  mullins,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chad-Mullins-39526
chance farrar,09/11/1975,46,69,145,None,featherweight,8,3,United States,-San Diego California-,https://www.sherdog.com/fighter/Chance-Farrar-14720
mike bjork,None,None,None,160,team bison,welterweight,6,2,USA,-Minnesota-,https://www.sherdog.com/fighter/Mike-Bjork-4906
johnny  grigware,None,None,66,135,None,bantamweight,1,2,United States,-Wyoming Michigan-,https://www.sherdog.com/fighter/Johnny-Grigware-39512
adrian henderson,None,None,None,156,None,lightweight,0,0,None,None,https://www.sherdog.com/fighter/Adrian-Henderson-18450
jesse miramontes,None,None,63,125,us elite combat,flyweight,15,8,United States,-El Centro California-,https://www.sherdog.com/fighter/Jesse-Miramontes-14760
brandon foxworth,04/28/1979,42,None,145,minnesota fight factory,featherweight,18,4,United States,-Roseville Minnesota-,https://www.sherdog.com/fighter/Brandon-Foxworth-4905
john strmac,None,None,70,145,griffonrawl thaiboxing & mma academy,featherweight,0,0,United States,-Mentor Ohio-,https://www.sherdog.com/fighter/John-Strmac-37921
david  gurley,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/David-Gurley-38203
luis garcia,None,None,None,132,avt,bantamweight,2,8,United States,-Ensenada Baja California-,https://www.sherdog.com/fighter/Luis-Garcia-15785
matt patterson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Matt-Patterson-27905
josh mattingly,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josh-Mattingly-37920
edison martinez,None,None,None,145,None,featherweight,0,0,United States,-Lorain Ohio-,https://www.sherdog.com/fighter/Edison-Martinez-83240
luis perez,None,None,None,145,muay boran academic center,featherweight,3,5,Mexico,-Puerto Morelos Quintana Roo-,https://www.sherdog.com/fighter/Luis-Perez-21749
levi  roberts,None,None,None,170,None,welterweight,5,7,None,None,https://www.sherdog.com/fighter/Levi-Roberts-37019
juan carlos montano,None,None,None,None,entram gym,None,1,0,None,None,https://www.sherdog.com/fighter/Juan-Carlos-Montano-30649
cristian jimenez,05/4/1986,35,67,135,pitbull gym,bantamweight,4,8,Mexico,-Tijuana Baja California-,https://www.sherdog.com/fighter/Cristian-Jimenez-42784
raul linares,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Raul-Linares-21748
cody udy,None,None,None,None,None,None,13,12,None,None,https://www.sherdog.com/fighter/Cody-Udy-33147
dustin collins,None,None,69,155,elite performance,lightweight,13,9,United States,-Lehi Utah-,https://www.sherdog.com/fighter/Dustin-Collins-34123
tyler weathers,None,None,67,135,subfighter mma,bantamweight,8,9,United States,-Fullerton California-,https://www.sherdog.com/fighter/Tyler-Weathers-22132
jorge arrollo,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jorge-Arrollo-21752
jay  roberts,None,None,None,None,None,None,5,2,None,None,https://www.sherdog.com/fighter/Jay-Roberts-36571
ron  ableman,None,None,None,None,None,None,3,3,None,None,https://www.sherdog.com/fighter/Ron-Ableman-36704
pete sabala,None,None,63,145,team breaker,featherweight,3,15,United States,-California-,https://www.sherdog.com/fighter/Pete-Sabala-22102
kelvin nimsiriruengphal,None,None,None,None,None,None,1,2,United States,-California-,https://www.sherdog.com/fighter/Kelvin-Nimsiriruengphal-21686
jeremiah  opthof,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jeremiah-Opthof-36625
jared  almares,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jared-Almares-36705
andy balmore,None,None,67,145,de la o jiu-jitsu,featherweight,5,1,United States,-Buena Park California-,https://www.sherdog.com/fighter/Andy-Balmore-24144
rick mccorkell,None,None,67,135,millennia mma,bantamweight,7,5,United States,-Rancho Cucamonga California-,https://www.sherdog.com/fighter/Rick-McCorkell-11491
gregg dalton,None,None,None,145,millennia mma,featherweight,7,2,United States,None,https://www.sherdog.com/fighter/Gregg-Dalton-9071
miguel linares,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Miguel-Linares-19971
nicholas gallegos,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Nicholas-Gallegos-22239
jason dickson,None,None,None,None,charlie's combat club,None,2,3,None,None,https://www.sherdog.com/fighter/Jason-Dickson-2798
mike kawamura,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mike-Kawamura-11045
carlos lovio,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Carlos-Lovio-19973
bret russel,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Bret-Russel-38975
randy kennedy,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Randy-Kennedy-2799
brad blackburn,05/25/1977,44,70,169,victory athletics,welterweight,18,13,United States,-Seattle Washington-,https://www.sherdog.com/fighter/Brad-Blackburn-2920
joseph benavidez,07/31/1984,37,64,125,xtreme couture,flyweight,28,8,United States,-Sacramento California-,https://www.sherdog.com/fighter/Joseph-Benavidez-15008
derek matsumoto,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Derek-Matsumoto-2844
manny reyes jr.,None,None,67,155,None,lightweight,7,4,United States,-Miami Florida-,https://www.sherdog.com/fighter/Manny-Reyes-Jr-9051
jai walsh,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jai-Walsh-25726
brandon shelton,None,None,66,145,blacklock's vale-tudo,featherweight,21,7,United States,-Norman Oklahoma-,https://www.sherdog.com/fighter/Brandon-Shelton-15406
david padilla,None,None,67,155,jesus is lord,lightweight,8,17,United States,-Waipahu Hawaii-,https://www.sherdog.com/fighter/David-Padilla-493
eric o'brien,None,None,None,None,None,None,1,4,USA,-Venice Florida-,https://www.sherdog.com/fighter/Eric-OBrien-8249
randy calcine,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Randy-Calcine-10197
dan sulivan,None,None,75,220,None,heavyweight,12,7,None,None,https://www.sherdog.com/fighter/Dan-Sulivan-10431
lupe barajas,None,None,68,170,None,welterweight,1,0,United States,None,https://www.sherdog.com/fighter/Lupe-Barajas-492
jesse johnson,04/8/1984,37,None,150,None,lightweight,0,1,None,None,https://www.sherdog.com/fighter/Jesse-Johnson-8287
chris kaouk,04/15/1983,38,None,168,f-2 arena,welterweight,2,1,None,None,https://www.sherdog.com/fighter/Chris-Kaouk-8248
jason stickley,None,None,75,200,None,light heavyweight,0,3,None,None,https://www.sherdog.com/fighter/Jason-Stickley-30103
deuces deuces,None,None,None,240,None,heavyweight,0,1,None,None,https://www.sherdog.com/fighter/Deuces-Deuces-30219
josh kruger,None,None,71,185,duneland vale tudo,middleweight,4,7,United States,-Portage Indiana-,https://www.sherdog.com/fighter/Josh-Kruger-3018
oscar montenegro,None,None,70,147,american jiu-jitsu academy,lightweight,0,0,None,None,https://www.sherdog.com/fighter/Oscar-Montenegro-34027
david bastardo,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/David-Bastardo-30101
dieuseul berto,07/16/1960,61,69,200,tiger's world of martial arts,light heavyweight,0,3,United States,-Winter Haven Florida-,https://www.sherdog.com/fighter/Dieuseul-Berto-2007
poe poe,None,None,71,180,None,middleweight,0,1,None,None,https://www.sherdog.com/fighter/Poe-Poe-30217
zach mcdonald,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Zach-McDonald-13267
troy talavera,10/12/1977,44,None,148,None,lightweight,1,3,United States,-Independence Missouri-,https://www.sherdog.com/fighter/Troy-Talavera-32108
hugo duarte,08/9/1968,53,72,240,hugo duarte luta livre,heavyweight,6,3,Brazil,-Rio De Janeiro-,https://www.sherdog.com/fighter/Hugo-Duarte-200
geza kalman,None,None,70,265,None,heavyweight,4,9,Canada,-Cambridge Ontario-,https://www.sherdog.com/fighter/Geza-Kalman-115
nick nguyen,None,None,None,160,None,welterweight,0,1,United States,-Kansas City Oklahoma-,https://www.sherdog.com/fighter/Nick-Nguyen-35193
travis mcenaney,07/9/1981,40,None,169,None,welterweight,0,2,United States,-Kansas City Missouri-,https://www.sherdog.com/fighter/Travis-McEnaney-33725
marcelo raul,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Marcelo-Raul-2324
joel sutton,None,None,70,202,None,light heavyweight,2,4,United States,-Buffalo New York-,https://www.sherdog.com/fighter/Joel-Sutton-107
lonnie  stewart,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Lonnie-Stewart-35153
brandon  buck,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brandon-Buck-35226
jason orcutt,07/28/1976,45,None,166,None,welterweight,1,0,United States,-Kansas City Missouri-,https://www.sherdog.com/fighter/Jason-Orcutt-87436
jack mclaughlin,10/1/1961,60,70,218,None,heavyweight,1,4,United States,-Piqua Ohio-,https://www.sherdog.com/fighter/Jack-McLaughlin-885
minoru suzuki,06/17/1968,53,70,195,pancraseism,light heavyweight,29,19,Japan,-Yokohama Kanagawa-,https://www.sherdog.com/fighter/Minoru-Suzuki-666
rick  stringfield,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rick-Stringfield-35232
dominic brown,06/4/1982,39,71,205,american ju-jitsu academy,light heavyweight,16,23,United States,-Kansas City Missouri-,https://www.sherdog.com/fighter/Dominic-Brown-20688
william knorr,None,None,74,198,None,light heavyweight,1,1,None,None,https://www.sherdog.com/fighter/William-Knorr-2778
katsuomi inagaki,09/30/1969,52,72,203,pancrase inagakigumi,light heavyweight,18,23,Japan,-Nagano-,https://www.sherdog.com/fighter/Katsuomi-Inagaki-667
james mathews,None,None,None,None,None,None,0,4,None,None,https://www.sherdog.com/fighter/James-Mathews-678
josh karney,10/22/1985,36,None,221,None,heavyweight,2,2,United States,-Independence Missouri-,https://www.sherdog.com/fighter/Josh-Karney-13263
russ verby,None,None,None,None,None,None,4,1,None,None,https://www.sherdog.com/fighter/Russ-Verby-7408
joop van de ven,None,None,None,None,None,None,1,1,Holland,None,https://www.sherdog.com/fighter/Joop-van-de-Ven-672
alex cook,05/2/1973,48,67,162,None,welterweight,6,5,Australia,None,https://www.sherdog.com/fighter/Alex-Cook-445
jeremy  kiscoan,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeremy-Kiscoan-35189
don lawrence,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Don-Lawrence-5143
john ouwerkerk,None,None,None,None,None,None,0,1,Holland,None,https://www.sherdog.com/fighter/John-Ouwerkerk-5021
tomoaki hayama,None,None,71,167,None,welterweight,2,3,Japan,None,https://www.sherdog.com/fighter/Tomoaki-Hayama-446
jutaro nakao,11/30/1970,51,69,170,jutaro nakao mma school,welterweight,26,21,Japan,-Osaka-,https://www.sherdog.com/fighter/Jutaro-Nakao-438
tony day,None,None,73,210,None,heavyweight,8,8,None,None,https://www.sherdog.com/fighter/Tony-Day-3479
hayato sakurai,08/24/1975,46,67,168,mach dojo,welterweight,38,13,Japan,-Ibaraki-,https://www.sherdog.com/fighter/Hayato-Sakurai-432
isamu osugi,None,None,None,None,None,None,0,5,Japan,None,https://www.sherdog.com/fighter/Isamu-Osugi-1196
yasunori okuda,08/21/1972,49,72,185,None,middleweight,2,6,Japan,None,https://www.sherdog.com/fighter/Yasunori-Okuda-1180
nick taylor,None,None,None,144,None,featherweight,0,2,None,None,https://www.sherdog.com/fighter/Nick-Taylor-5060
caol uno,05/8/1975,46,67,145,uno dojo,featherweight,34,22,Japan,-Yokosuka Kanagawa-,https://www.sherdog.com/fighter/Caol-Uno-283
yuji ito,None,None,None,152,None,lightweight,5,4,Japan,None,https://www.sherdog.com/fighter/Yuji-Ito-1176
rumina sato,12/29/1973,48,66,136,roots,bantamweight,26,17,Japan,-Tokyo-,https://www.sherdog.com/fighter/Rumina-Sato-421
kazuhiro kusayanagi,04/15/1967,54,69,183,k'z factory,middleweight,9,17,Japan,None,https://www.sherdog.com/fighter/Kazuhiro-Kusayanagi-471
patrick tapels,None,None,65,136,None,bantamweight,0,1,Holland,None,https://www.sherdog.com/fighter/Patrick-Tapels-4442
yuichi watanabe,None,None,None,152,shooting gym mobara,lightweight,6,3,Japan,None,https://www.sherdog.com/fighter/Yuichi-Watanabe-8794
michael mcauliffe,None,None,None,155,None,lightweight,0,1,USA,None,https://www.sherdog.com/fighter/Michael-McAuliffe-2253
yoshimasa ishikawa,None,None,None,152,shooting gym yokohama,lightweight,4,5,Japan,None,https://www.sherdog.com/fighter/Yoshimasa-Ishikawa-8795
kaoru todori,None,None,None,None,None,None,0,1,Japan,None,https://www.sherdog.com/fighter/Kaoru-Todori-40443
kazuhiro sakamoto,None,None,None,139,shooting gym yokohama,featherweight,13,4,Japan,None,https://www.sherdog.com/fighter/Kazuhiro-Sakamoto-1181
satoshi honma,05/19/1968,53,72,204,None,light heavyweight,4,6,Japan,-Niigata-,https://www.sherdog.com/fighter/Satoshi-Honma-251
yutaka fuji,None,None,None,None,None,None,0,3,Japan,None,https://www.sherdog.com/fighter/Yutaka-Fuji-10870
