name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
tracy taylor,None,None,None,169,victory athletics,welterweight,3,1,USA,None,https://www.sherdog.com/fighter/Tracy-Taylor-6498
shawn finn,None,None,71,205,None,light heavyweight,0,0,United States,-Oregon-,https://www.sherdog.com/fighter/Shawn-Finn-65633
casey craft,None,None,70,148,dragon's den,lightweight,3,4,United States,-Fort Wayne Indiana-,https://www.sherdog.com/fighter/Casey-Craft-53065
levi saucedo,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Levi-Saucedo-13057
jason rush,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Jason-Rush-27980
steven greene,None,None,None,205,None,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Steven-Greene-71227
caleb conway,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Caleb-Conway-41943
felipe chavez,None,None,None,135,mean1 mma,bantamweight,6,4,United States,-Albuquerque New Mexico-,https://www.sherdog.com/fighter/Felipe-Chavez-12597
larry garrison,03/19/1970,51,67,165,primal tribe fighting club,welterweight,3,2,USA,-Boise Idaho-,https://www.sherdog.com/fighter/Larry-Garrison-6444
jake bird,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jake-Bird-28886
marcus washington,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Marcus-Washington-41944
mike hallow,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Mike-Hallow-32292
chris styff,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Chris-Styff-9543
rich cesena,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rich-Cesena-31635
david parker,03/31/1985,36,71,147,demolition fight team,lightweight,1,5,United States,-Findlay Ohio-,https://www.sherdog.com/fighter/David-Parker-29923
juan  espino,None,None,None,185,None,middleweight,0,1,United States,-New Mexico-,https://www.sherdog.com/fighter/Juan-Espino-32303
asa lind,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Asa-Lind-31585
jonny hoffman,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Jonny-Hoffman-6878
kelli gottardo,04/19/1987,34,69,165,wauseon mma,welterweight,2,4,United States,-Wauseon Ohio-,https://www.sherdog.com/fighter/Kelli-Gottardo-46412
kevin axline,12/6/1989,32,69,163,None,welterweight,0,4,United States,-Washington Court House Ohio-,https://www.sherdog.com/fighter/Kevin-Axline-62005
thomas jackson,09/15/1984,37,70,169,None,welterweight,2,4,United States,-Circleville Ohio-,https://www.sherdog.com/fighter/Thomas-Jackson-38672
jeff clausen,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeff-Clausen-31600
kirk tackett,None,None,None,145,None,featherweight,0,0,United States,None,https://www.sherdog.com/fighter/Kirk-Tackett-46411
corey bice,None,None,71,155,bice mma,lightweight,0,0,United States,-Mercer Pennsylvania-,https://www.sherdog.com/fighter/Corey-Bice-37930
max    holloway,None,None,73,185,None,middleweight,0,0,United States,-Ohio-,https://www.sherdog.com/fighter/Max-Holloway-180159
jason longmire,None,None,None,170,None,welterweight,0,0,United States,-Syracuse Indiana-,https://www.sherdog.com/fighter/Jason-Longmire-58198
cory  kubley,None,None,None,145,None,featherweight,0,0,United States,None,https://www.sherdog.com/fighter/Cory-Kubley-43539
daniel mcintire,01/26/1982,40,68,134,None,bantamweight,2,0,United States,-Ann Arbor Michigan-,https://www.sherdog.com/fighter/Daniel-McIntire-72820
aaron link,None,None,None,None,None,None,0,0,USA,None,https://www.sherdog.com/fighter/Aaron-Link-61750
ray  houser,None,None,None,170,None,welterweight,1,1,United States,None,https://www.sherdog.com/fighter/Ray-Houser-43542
shawn kuhl,05/17/1985,36,72,155,bulldog fight team,lightweight,9,3,United States,-South Bend Indiana-,https://www.sherdog.com/fighter/Shawn-Kuhl-31871
harley leimbach,06/10/1982,39,67,140,serrada eskrido academy,featherweight,0,6,United States,-Elyria Ohio-,https://www.sherdog.com/fighter/Harley-Leimbach-48146
matt ott,01/29/1989,33,None,138,None,featherweight,1,10,United States,-Ohio-,https://www.sherdog.com/fighter/Matt-Ott-24087
tony  buffenbarger,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tony-Buffenbarger-43755
randy  kubley,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Randy-Kubley-43752
dru schottenheimer,01/10/1987,35,71,145,victory mma,featherweight,4,5,United States,-Akron Ohio-,https://www.sherdog.com/fighter/Dru-Schottenheimer-50385
cole province,01/17/1981,41,69,146,None,featherweight,6,2,United States,-Edmond Oklahoma-,https://www.sherdog.com/fighter/Cole-Province-24085
adam johnson,None,None,None,221,None,heavyweight,1,1,United States,None,https://www.sherdog.com/fighter/Adam-Johnson-112591
kevin  budnez,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Kevin-Budnez-43753
terry jackson,None,None,67,153,None,lightweight,0,0,United States,-Lake City Pennsylvania-,https://www.sherdog.com/fighter/Terry-Jackson-83209
aaron williams,04/8/1975,46,69,135,remix mma,bantamweight,26,26,United States,-Ocean Springs Mississippi-,https://www.sherdog.com/fighter/Aaron-Williams-4574
christian sanchez,None,None,None,None,None,None,1,15,None,None,https://www.sherdog.com/fighter/Christian-Sanchez-16686
jared lopez,None,None,68,135,None,bantamweight,9,13,United States,-Amarillo Texas-,https://www.sherdog.com/fighter/Jared-Lopez-24086
york ash,None,None,70,155,n.w.i.m.m.a. academy,lightweight,6,17,USA,-Rockwall Texas-,https://www.sherdog.com/fighter/York-Ash-4795
james wakefield,07/29/1980,41,71,185,None,middleweight,0,2,None,None,https://www.sherdog.com/fighter/James-Wakefield-8155
tim bazer,10/11/1976,45,71,166,team bazer,welterweight,14,20,United States,-Omaha Nebraska-,https://www.sherdog.com/fighter/Tim-Bazer-3416
mikel delk,None,None,None,155,None,lightweight,2,1,United States,-Skiatook Oklahoma-,https://www.sherdog.com/fighter/Mikel-Delk-25662
joe wilk,04/12/1982,39,69,146,combative sports center,featherweight,19,13,United States,-Manhattan Kansas-,https://www.sherdog.com/fighter/Joe-Wilk-7508
rory singer,05/28/1976,45,74,185,hardcore gym,middleweight,11,9,United States,-Athens Georgia-,https://www.sherdog.com/fighter/Rory-Singer-3525
don hamilton,08/19/1976,45,73,182,None,middleweight,11,6,United States,-Omaha Nebraska-,https://www.sherdog.com/fighter/Don-Hamilton-691
pablo veloquio,None,None,61,145,None,featherweight,9,6,United States,-Tulsa Oklahoma-,https://www.sherdog.com/fighter/Pablo-Veloquio-22885
chad vandenberg,06/10/1985,36,69,140,k2l grindhouse,featherweight,6,4,United States,-Kansas City Missouri-,https://www.sherdog.com/fighter/Chad-Vandenberg-35231
rodrigo medeiros,None,None,None,170,None,welterweight,0,0,Brazil,-Goiania Goias-,https://www.sherdog.com/fighter/Rodrigo-Medeiros-27181
ladorian emmanuel,None,None,None,None,None,None,2,7,None,None,https://www.sherdog.com/fighter/LaDorian-Emmanuel-692
tra lingelbach,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Tra-Lingelbach-22887
cale bengston,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Cale-Bengston-18384
thomas williams,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Thomas-Williams-27182
troy pacenka,None,None,None,None,None,None,4,2,None,None,https://www.sherdog.com/fighter/Troy-Pacenka-1038
