name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
clay ares,None,None,None,None,None,None,0,0,Canada,-British Columbia-,https://www.sherdog.com/fighter/Clay-Ares-187279
aaron koller,None,None,None,None,chosen few,None,0,0,None,None,https://www.sherdog.com/fighter/Aaron-Koller-58395
ryan mcgillivray,09/27/1986,35,71,170,jackson-wink mma,welterweight,12,6,Canada,-Edmonton Alberta-,https://www.sherdog.com/fighter/Ryan-McGillivray-18533
steve taylor,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Steve-Taylor-14141
ryan ford,03/8/1982,39,71,170,tristar gym,welterweight,22,5,Canada,-Edmonton Alberta-,https://www.sherdog.com/fighter/Ryan-Ford-23000
david letourneau,None,None,69,155,leading edge gym,lightweight,4,2,Canada,-Thunder Bay Ontario-,https://www.sherdog.com/fighter/David-Letourneau-41198
len bentley,11/30/1982,39,69,170,victory athletics,welterweight,10,6,United States,-Irving Texas-,https://www.sherdog.com/fighter/Len-Bentley-31074
jacob macdonald,None,None,None,170,None,welterweight,4,13,Canada,-London Ontario-,https://www.sherdog.com/fighter/Jacob-MacDonald-14143
randy valette,None,None,None,170,None,welterweight,0,2,Canada,-Alberta-,https://www.sherdog.com/fighter/Randy-Valette-23730
vanja vojvodic,None,None,73,170,grant brothers mma,welterweight,3,2,Serbia,-Belgrade-,https://www.sherdog.com/fighter/Vanja-Vojvodic-37401
mikah franklin,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Mikah-Franklin-9722
jon friedland,None,None,69,170,neutral ground,welterweight,19,4,USA,-Milwaukee Wisconsin-,https://www.sherdog.com/fighter/Jon-Friedland-8190
troy sorensen,None,None,None,155,arashi-do edson,lightweight,5,4,Canada,-Edson Alberta-,https://www.sherdog.com/fighter/Troy-Sorensen-19806
dan tice,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Dan-Tice-37405
franco santiago,None,None,None,None,west coast fight team,None,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Franco-Santiago-33734
jason cozart,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Cozart-47671
travis phang,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Travis-Phang-14021
warren phillips,None,None,71,157,scheer's mma,welterweight,5,5,Canada,-Saskatoon Saskatchewan-,https://www.sherdog.com/fighter/Warren-Phillips-31018
brad padgett,None,None,None,185,norton fighting systems,middleweight,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Brad-Padgett-45361
ricardo acevedo,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ricardo-Acevedo-33738
nathan pauliuk,None,None,None,None,regina brazilian jiu-jitsu,None,1,0,None,None,https://www.sherdog.com/fighter/Nathan-Pauliuk-32181
matt zorzettie,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Matt-Zorzettie-16318
jason  helmstadter,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Helmstadter-45362
josh eckman,None,None,70,185,None,middleweight,2,1,United States,-Chicago Illinois-,https://www.sherdog.com/fighter/Josh-Eckman-57031
jesse delaney,None,None,None,None,champion fight club,None,0,2,None,None,https://www.sherdog.com/fighter/Jesse-Delaney-20881
cam calder,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Cam-Calder-46697
chris papp,None,None,None,None,None,None,0,0,Canada,-Alberta-,https://www.sherdog.com/fighter/Chris-Papp-46695
rafal skibinski,None,None,72,185,gilbert grappling,middleweight,8,4,United States,-Burbank Illinois-,https://www.sherdog.com/fighter/Rafal-Skibinski-19620
clay raynard,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Clay-Raynard-32592
trevor toews,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Trevor-Toews-20879
james bochnovic,02/13/1989,32,76,185,rothwell mma,middleweight,10,5,United States,-Kenosha Wisconsin-,https://www.sherdog.com/fighter/James-Bochnovic-130011
john mcdonough,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/John-McDonough-44053
sean smith,None,None,None,185,canadian martial arts centre,middleweight,4,2,Canada,-Lethbridge Alberta-,https://www.sherdog.com/fighter/Sean-Smith-7477
brandon conner,None,None,None,None,None,None,0,0,United States,-Indiana-,https://www.sherdog.com/fighter/Brandon-Conner-61868
dave smith,None,None,None,170,None,welterweight,0,0,United States,-Minnesota-,https://www.sherdog.com/fighter/Dave-Smith-89901
michael  burke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Burke-44014
greg steele,None,None,None,None,None,None,0,1,Canada,-Edmonton Alberta-,https://www.sherdog.com/fighter/Greg-Steele-7481
cory hall,None,None,None,None,None,None,0,0,United States,-Indiana-,https://www.sherdog.com/fighter/Cory-Hall-57581
paul bouvier,None,None,None,175,None,middleweight,0,0,None,None,https://www.sherdog.com/fighter/Paul-Bouvier-78181
joe  stephens,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Stephens-44015
patrick lee,None,None,None,170,None,welterweight,2,1,United States,-Ada Minnesota-,https://www.sherdog.com/fighter/Patrick-Lee-103307
john gill,None,None,None,185,fusion mma,middleweight,0,0,United States,None,https://www.sherdog.com/fighter/John-Gill-51681
kevin skadsheim,11/17/1985,36,None,171,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Kevin-Skadsheim-63704
mario smirl,None,None,None,170,None,welterweight,0,0,United States,-Minnesota-,https://www.sherdog.com/fighter/Mario-Smirl-139105
jacob wymann,None,None,None,170,None,welterweight,0,1,United States,-Minnesota-,https://www.sherdog.com/fighter/Jacob-Wymann-87441
tommy  black,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tommy-Black-42785
tony houn,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tony-Houn-64283
corwin nichols,None,None,None,169,None,welterweight,3,3,United States,-Wisconsin-,https://www.sherdog.com/fighter/Corwin-Nichols-87440
jake grabowski,10/10/1980,41,None,155,None,lightweight,1,4,United States,-Minnesota-,https://www.sherdog.com/fighter/Jake-Grabowski-63708
sean  westcott,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Sean-Westcott-42779
joe pawlenty,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Pawlenty-51462
nick reece,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nick-Reece-89895
bruce johnson,None,None,70,155,team crazy,lightweight,9,53,United States,-Lake City Minnesota-,https://www.sherdog.com/fighter/Bruce-Johnson-37711
jason  duncam,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Duncam-42910
eric kagle,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Eric-Kagle-51463
brad smith,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brad-Smith-89897
ryan peterson,None,None,69,154,american top team,lightweight,3,1,United States,-Franklin Square New York-,https://www.sherdog.com/fighter/Ryan-Peterson-44657
james  tork,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/James-Tork-37519
mike mcintyre,None,None,None,218,brausa academy,heavyweight,1,3,None,None,https://www.sherdog.com/fighter/Mike-McIntyre-8827
nyantu bolo,None,None,None,None,None,None,2,3,None,None,https://www.sherdog.com/fighter/Nyantu-Bolo-39701
chip gerber,10/29/1978,43,None,145,None,featherweight,1,2,United States,-Maryland-,https://www.sherdog.com/fighter/Chip-Gerber-82840
chris  henderson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Chris-Henderson-37518
michael perales,None,None,None,193,ghetto grapplers,light heavyweight,3,4,None,None,https://www.sherdog.com/fighter/Michael-Perales-8648
zach davis,12/4/1983,38,72,170,None,welterweight,4,1,United States,-Rockville Maryland-,https://www.sherdog.com/fighter/Zach-Davis-26933
james dewar,06/17/1981,40,None,153,None,lightweight,0,4,United States,None,https://www.sherdog.com/fighter/James-Dewar-76029
josh  carter,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Josh-Carter-37541
mark walters,None,None,None,211,None,heavyweight,0,1,None,None,https://www.sherdog.com/fighter/Mark-Walters-9642
trevor  price,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Trevor-Price-46079
dave rose,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Dave-Rose-17850
justin bermudez,None,None,None,147,None,lightweight,1,1,None,None,https://www.sherdog.com/fighter/Justin-Bermudez-36841
michael skinner,None,None,None,145,None,featherweight,4,10,United States,None,https://www.sherdog.com/fighter/Michael-Skinner-22359
reggie parks,12/25/1974,47,68,168,griffonrawl thaiboxing & mma academy,welterweight,5,2,United States,-Painesville Ohio-,https://www.sherdog.com/fighter/Reggie-Parks-50391
radji bryson-barrett,None,None,None,None,team tiger schulmann,None,1,2,None,None,https://www.sherdog.com/fighter/Radji-BrysonBarrett-17849
jeff  ruoff,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jeff-Ruoff-37515
jason  lowry,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jason-Lowry-38058
grahm governor,None,None,68,170,strong style fight team,welterweight,0,0,United States,-Cortland Ohio-,https://www.sherdog.com/fighter/Grahm-Governor-37962
johnny carson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Johnny-Carson-19938
mikey bennett,None,None,None,145,None,featherweight,0,1,United States,-New Castle Indiana-,https://www.sherdog.com/fighter/Mikey-Bennett-44031
shane  reece,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shane-Reece-38090
luca carol,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Luca-Carol-37963
jason house,None,None,71,184,None,middleweight,9,5,United States,-Dallas Texas-,https://www.sherdog.com/fighter/Jason-House-4640
myles jury,10/31/1988,33,71,155,power mma,lightweight,19,6,United States,-Hazel Park Michigan-,https://www.sherdog.com/fighter/Myles-Jury-34236
john  weir,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/John-Weir-43831
jared weise,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jared-Weise-19896
travis skelton,None,None,None,None,None,None,0,2,None,-Texas-,https://www.sherdog.com/fighter/Travis-Skelton-5086
adam mohr,None,None,68,146,None,featherweight,3,0,United States,-Moline Illinois-,https://www.sherdog.com/fighter/Adam-Mohr-13817
dan loman,None,None,69,164,None,welterweight,11,5,United States,-Decatur Illinois-,https://www.sherdog.com/fighter/Dan-Loman-16029
paul robert martin,None,None,64,145,team takedown,featherweight,0,4,United States,-Mount Pleasant Michigan-,https://www.sherdog.com/fighter/Paul-Robert-Martin-13594
michael  johnson,None,None,None,170,None,welterweight,1,2,United States,-Norman Oklahoma-,https://www.sherdog.com/fighter/Michael-Johnson-3679
brandon sitarski,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Brandon-Sitarski-13823
jason lee eckles,None,None,65,143,None,featherweight,0,0,United States,-Chester West Virginia-,https://www.sherdog.com/fighter/Jason-Lee-Eckles-18462
john asbury,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/John-Asbury-21733
cody stevens,08/19/1982,39,66,145,tiger muay thai,featherweight,14,11,United States,-Mansfield Ohio-,https://www.sherdog.com/fighter/Cody-Stevens-18341
lawrence digiulio,04/30/1987,34,64,125,gilbert grappling,flyweight,19,9,United States,-Chicago Heights Illinois-,https://www.sherdog.com/fighter/Lawrence-DiGiulio-13024
dave lyons,None,None,None,142,None,featherweight,0,0,None,None,https://www.sherdog.com/fighter/Dave-Lyons-18463
derek collins,None,None,None,None,None,None,7,9,None,None,https://www.sherdog.com/fighter/Derek-Collins-10902
tyler hughes,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tyler-Hughes-18470
albert arevela,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Albert-Arevela-10319
shawn  kohler,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shawn-Kohler-38664
allen coykendall,None,None,None,156,None,lightweight,1,0,None,None,https://www.sherdog.com/fighter/Allen-Coykendall-10897
mike pound,None,None,None,None,None,None,2,7,None,None,https://www.sherdog.com/fighter/Mike-Pound-14313
ulises rocha,None,None,None,None,None,None,1,2,USA,-Chicago Illinois-,https://www.sherdog.com/fighter/Ulises-Rocha-10318
matt williams,06/18/1983,38,66,145,miletich martial arts,featherweight,7,6,United States,-Bettendorf Iowa-,https://www.sherdog.com/fighter/Matt-Williams-12029
tobin mccuen,12/2/1968,53,71,195,buckeye mma,light heavyweight,3,1,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Tobin-McCuen-38673
shawn oatney,None,None,None,None,None,None,4,5,None,None,https://www.sherdog.com/fighter/Shawn-Oatney-13416
andre soares,None,None,None,125,None,flyweight,5,3,Brazil,None,https://www.sherdog.com/fighter/Andre-Soares-11704
ashe bowman,11/17/1976,45,69,155,lion's den,lightweight,9,11,United States,-Reno Nevada-,https://www.sherdog.com/fighter/Ashe-Bowman-9406
brian  kirk,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Brian-Kirk-39372
billy vaughan,12/2/1983,38,66,145,buckeye mma,featherweight,12,17,United States,-Columbus Ohio-,https://www.sherdog.com/fighter/Billy-Vaughan-14039
tom niinimaki,07/25/1982,39,69,145,finnfighters gym,featherweight,22,8,Finland,-Turku-,https://www.sherdog.com/fighter/Tom-Niinimaki-5639
joe hurley,06/24/1978,43,68,155,lion's den,lightweight,12,5,United States,-Walnut Creek California-,https://www.sherdog.com/fighter/Joe-Hurley-345
jeff serafin,None,None,None,182,None,middleweight,4,1,United States,-Champaign Illinois-,https://www.sherdog.com/fighter/Jeff-Serafin-12251
jason miknuk,09/24/1984,37,70,145,the compound,featherweight,6,5,United States,-Escondido California-,https://www.sherdog.com/fighter/Jason-Miknuk-21309
janne salminen,None,None,None,155,finnfighters gym,lightweight,2,3,Finland,None,https://www.sherdog.com/fighter/Janne-Salminen-6003
nick ertl,None,None,69,155,cesar gracie fight team,lightweight,8,6,United States,-Orangevale California-,https://www.sherdog.com/fighter/Nick-Ertl-520
john soeder,None,None,70,185,strong style fight team,middleweight,4,2,United States,-Independence Ohio-,https://www.sherdog.com/fighter/John-Soeder-12281
gerry noche,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Gerry-Noche-17392
matteus lahdesmaki,04/27/1987,34,68,145,shooto lahti,featherweight,14,10,Finland,-Lahti Paijanne Tavastia-,https://www.sherdog.com/fighter/Matteus-Lahdesmaki-10179
sam zamarron,None,None,None,None,None,None,0,5,None,None,https://www.sherdog.com/fighter/Sam-Zamarron-9636
b.j. lacy,12/28/1979,42,72,205,None,light heavyweight,17,28,United States,-Las Vegas Nevada-,https://www.sherdog.com/fighter/BJ-Lacy-14489
rudy duran,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Rudy-Duran-2233
robin hernandez,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Robin-Hernandez-34192
david ross,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/David-Ross-606
troy cline,None,None,None,None,None,None,5,4,None,None,https://www.sherdog.com/fighter/Troy-Cline-10943
carlos vilches,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Carlos-Vilches-3357
chris champagne,None,None,70,170,la's ultimate mma training center,welterweight,1,4,United States,-Leesville Louisiana-,https://www.sherdog.com/fighter/Chris-Champagne-485
tim lajcik,06/21/1965,56,73,225,gladiators training academy,heavyweight,7,6,United States,-Redwood California-,https://www.sherdog.com/fighter/Tim-Lajcik-223
jed hill,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Jed-Hill-10940
louie cercedez,None,None,68,145,None,featherweight,2,2,None,None,https://www.sherdog.com/fighter/Louie-Cercedez-3204
julio sotomayor,None,None,None,None,None,None,1,5,United States,-Torrance California-,https://www.sherdog.com/fighter/Julio-Sotomayor-27949
paul devich,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Paul-Devich-9637
eugene jackson,09/23/1966,55,68,185,gladiators training academy,middleweight,15,9,United States,-East Palo Alto California-,https://www.sherdog.com/fighter/Eugene-Jackson-222
javier vazquez,07/16/1977,44,67,145,gracie jiu-jitsu,featherweight,16,5,United States,-Pomona California-,https://www.sherdog.com/fighter/Javier-Vazquez-511
neal abrams,None,None,None,155,None,lightweight,5,3,United States,-Santa Clarita California-,https://www.sherdog.com/fighter/Neal-Abrams-14721
jaime walsh,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Jaime-Walsh-42614
m wahyudi,None,None,None,None,None,None,5,1,None,None,https://www.sherdog.com/fighter/M-Wahyudi-31452
sean kim,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Sean-Kim-12227
michel garcia,None,None,67,170,dynamite center,welterweight,2,3,France,-Montpellier-,https://www.sherdog.com/fighter/Michel-Garcia-9624
george valdez,None,None,None,155,pinnacle jiu jitsu & mma,lightweight,4,1,None,None,https://www.sherdog.com/fighter/George-Valdez-36922
tejo santoso,None,None,None,None,None,None,0,4,None,None,https://www.sherdog.com/fighter/Tejo-Santoso-31836
busro padmono,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Busro-Padmono-31460
abdelaziz cherigui,None,None,None,145,None,featherweight,1,2,France,None,https://www.sherdog.com/fighter/Abdelaziz-Cherigui-418
art ramirez,None,None,66,144,joe stevenson's cobra kai,featherweight,4,3,United States,-Victorville California-,https://www.sherdog.com/fighter/Art-Ramirez-20348
asep sigit,None,None,None,None,None,None,4,2,None,None,https://www.sherdog.com/fighter/Asep-Sigit-31676
agung cahyono,None,None,None,None,None,None,3,3,None,None,https://www.sherdog.com/fighter/Agung-Cahyono-31438
joao roque,07/22/1971,50,66,145,nova uniao,featherweight,7,2,Angola,-Luanda Luanda-,https://www.sherdog.com/fighter/Joao-Roque-256
michael sandec,None,None,70,159,team bodyshots,welterweight,1,0,United States,-Fontana California-,https://www.sherdog.com/fighter/Michael-Sandec-20341
sony gunawan,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Sony-Gunawan-31823
rasyidin rasyidin,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Rasyidin-Rasyidin-31446
noboru asahi,01/5/1968,54,64,144,tokyo yellow mans,featherweight,19,6,Japan,-Yokohama Kanagawa-,https://www.sherdog.com/fighter/Noboru-Asahi-439
hisao ikeda,None,None,66,132,purebred omiya,bantamweight,10,5,Japan,-Omiya Saitama-,https://www.sherdog.com/fighter/Hisao-Ikeda-427
lholhok purnomo,None,None,None,None,None,None,2,3,None,None,https://www.sherdog.com/fighter/Lholhok-Purnomo-31451
achmad fauzi,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Achmad-Fauzi-31684
tomoyuki saito,None,None,None,None,None,None,2,3,Japan,None,https://www.sherdog.com/fighter/Tomoyuki-Saito-10605
yoshiyuki takayama,None,None,None,None,None,None,3,3,Japan,None,https://www.sherdog.com/fighter/Yoshiyuki-Takayama-1205
suratno suratno,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Suratno-Suratno-31459
nandan supratman,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Nandan-Supratman-31462
tetsuo yokoyama,None,None,None,None,None,None,1,2,Japan,None,https://www.sherdog.com/fighter/Tetsuo-Yokoyama-10602
ed wedding,None,None,68,145,raw team,featherweight,1,2,United States,-El Segundo California-,https://www.sherdog.com/fighter/Ed-Wedding-1224
fendi suryanto,None,None,None,None,None,None,6,4,Indonesia,None,https://www.sherdog.com/fighter/Fendi-Suryanto-8037
robert winarno,None,None,None,None,None,None,3,2,None,None,https://www.sherdog.com/fighter/Robert-Winarno-6819
kengo tsuchida,None,None,None,None,None,None,0,2,Japan,None,https://www.sherdog.com/fighter/Kengo-Tsuchida-10613
doug evans,None,None,68,150,gladiators training academy,lightweight,3,11,United States,-Redwood City California-,https://www.sherdog.com/fighter/Doug-Evans-523
anggoro padmono,None,None,None,None,None,None,1,3,Indonesia,None,https://www.sherdog.com/fighter/Anggoro-Padmono-8038
apeles nunuhitu,None,None,None,None,None,None,1,2,Indonesia,None,https://www.sherdog.com/fighter/Apeles-Nunuhitu-8028
tomonori ohara,None,None,None,167,shooting gym tokai,welterweight,5,12,Japan,None,https://www.sherdog.com/fighter/Tomonori-Ohara-1179
brandyn akamine,None,None,None,150,None,lightweight,0,1,USA,-Hawaii-,https://www.sherdog.com/fighter/Brandyn-Akamine-1663
jarot sumanianto,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Jarot-Sumanianto-6826
jemmy gan,None,None,None,None,None,None,2,1,Indonesia,None,https://www.sherdog.com/fighter/Jemmy-Gan-8049
manabu yamada,05/18/1969,52,69,225,pancraseism,heavyweight,23,15,Japan,-Tochigi-,https://www.sherdog.com/fighter/Manabu-Yamada-742
kazuhiro kusayanagi,04/15/1967,54,69,183,k'z factory,middleweight,9,17,Japan,None,https://www.sherdog.com/fighter/Kazuhiro-Kusayanagi-471
ed purwadi,None,None,None,None,None,None,2,3,None,None,https://www.sherdog.com/fighter/Ed-Purwadi-6818
linson simanjuntak,10/5/1975,46,71,163,bio fighting club,welterweight,9,3,Indonesia,None,https://www.sherdog.com/fighter/Linson-Simanjuntak-6817
yasuto sekishima,None,None,None,167,shooting gym narita,welterweight,7,2,Japan,None,https://www.sherdog.com/fighter/Yasuto-Sekishima-1177
kaoru todori,None,None,None,None,None,None,0,1,Japan,None,https://www.sherdog.com/fighter/Kaoru-Todori-40443
roy tangka,None,None,None,None,None,None,2,3,Indonesia,None,https://www.sherdog.com/fighter/Roy-Tangka-7943
jandi purba,None,None,None,None,None,None,2,1,Indonesia,None,https://www.sherdog.com/fighter/Jandi-Purba-7962
mitsuo fujikura,None,None,None,None,None,None,1,1,Japan,None,https://www.sherdog.com/fighter/Mitsuo-Fujikura-10600
chatchavat prasopnet,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Chatchavat-Prasopnet-6825
yusfar yusfar,None,None,None,None,None,None,0,1,Indonesia,None,https://www.sherdog.com/fighter/Yusfar-Yusfar-7944
didin komarudin,None,None,None,None,None,None,0,3,Indonesia,None,https://www.sherdog.com/fighter/Didin-Komarudin-7961
kimberly tan,None,None,None,None,None,None,2,3,Indonesia,None,https://www.sherdog.com/fighter/Kimberly-Tan-7941
artos osman,None,None,None,None,None,None,0,2,Indonesia,None,https://www.sherdog.com/fighter/Artos-Osman-8047
yohan mulia legowo,11/27/1980,41,68,155,synergy,lightweight,8,9,Indonesia,-Surakarta Central Java-,https://www.sherdog.com/fighter/Yohan-Mulia-Legowo-6815
m idris,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/M-Idris-31449
agung sugiri,None,None,None,None,None,None,0,2,Indonesia,None,https://www.sherdog.com/fighter/Agung-Sugiri-7942
armadi armadi,None,None,None,None,None,None,1,3,Indonesia,None,https://www.sherdog.com/fighter/Armadi-Armadi-7946
lutfy saury,None,None,None,None,None,None,0,3,Indonesia,None,https://www.sherdog.com/fighter/Lutfy-Saury-7957
mulyono mulyono,None,None,None,None,None,None,2,3,None,None,https://www.sherdog.com/fighter/Mulyono-Mulyono-31442
maman tigar,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Maman-Tigar-32150
antonius kelikawe,None,None,None,None,None,None,1,0,Indonesia,None,https://www.sherdog.com/fighter/Antonius-Kelikawe-7945
galih suroso,None,None,None,None,None,None,6,3,None,None,https://www.sherdog.com/fighter/Galih-Suroso-6820
ilman ilman,None,None,None,None,None,None,4,2,None,None,https://www.sherdog.com/fighter/Ilman-Ilman-31816
deny trubus,None,None,None,None,None,None,2,1,Indonesia,None,https://www.sherdog.com/fighter/Deny-Trubus-8045
hendrawan jaya,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Hendrawan-Jaya-34522
robby hamidy,None,None,None,None,None,None,1,1,Indonesia,None,https://www.sherdog.com/fighter/Robby-Hamidy-7953
arif sudono,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Arif-Sudono-31822
sunaryo sunaryo,None,None,None,None,None,None,6,3,Indonesia,None,https://www.sherdog.com/fighter/Sunaryo-Sunaryo-8035
ade indra,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Ade-Indra-34520
m rafal,None,None,None,None,None,None,0,2,Indonesia,None,https://www.sherdog.com/fighter/M-Rafal-7954
awang hasa,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Awang-Hasa-32168
ardiansyah aziz,None,None,None,None,None,None,0,2,Indonesia,None,https://www.sherdog.com/fighter/Ardiansyah-Aziz-8036
hendrik subeno,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Hendrik-Subeno-33009
wade henderson,07/10/1981,40,73,205,the bronx gym,light heavyweight,11,18,South Africa,-Johannesburg Gauteng-,https://www.sherdog.com/fighter/Wade-Henderson-27861
warseno warseno,None,None,None,None,None,None,1,2,Indonesia,None,https://www.sherdog.com/fighter/Warseno-Warseno-8041
anvar amirli,07/7/1992,29,70,155,rio grappling,lightweight,9,0,Azerbaijan,-Baku-,https://www.sherdog.com/fighter/Anvar-Amirli-168779
mathew ardy,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Mathew-Ardy-31681
jean claude impima,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jean-Claude-Impima-1721
dewa bowo,None,None,None,None,None,None,0,1,Indonesia,None,https://www.sherdog.com/fighter/Dewa-Bowo-8042
cristian buca,None,None,68,155,mma academy moldova,lightweight,0,2,Moldova,None,https://www.sherdog.com/fighter/Cristian-Buca-246667
antono wiyanto,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Antono-Wiyanto-31685
yunus nababan,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Yunus-Nababan-31828
christos laskaridis,10/10/1987,34,None,170,hellas top team,welterweight,1,5,Greece,-Athens-,https://www.sherdog.com/fighter/Christos-Laskaridis-126553
rafael cipriano catalino,10/9/1994,27,None,145,None,featherweight,0,0,Netherlands,None,https://www.sherdog.com/fighter/Rafael-Cipriano-Catalino-350027
bambang tri,None,None,None,None,None,None,2,2,None,None,https://www.sherdog.com/fighter/Bambang-Tri-32152
suyoto suyoto,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Suyoto-Suyoto-31832
marko kovacic,None,None,None,170,None,welterweight,0,0,Croatia,None,https://www.sherdog.com/fighter/Marko-Kovacic-350005
vladimiros filingarides,None,None,None,205,paphos thai boxing & mma fight club,light heavyweight,0,0,Cyprus,None,https://www.sherdog.com/fighter/Vladimiros-Filingarides-228695
george tikourisvili,12/8/1991,30,None,170,fight academy korinthos,welterweight,0,1,Georgia,-Korinthos-,https://www.sherdog.com/fighter/George-Tikourisvili-274027
aldo asnaj,06/13/1992,29,73,170,pyrsos fight team,welterweight,1,3,Albania,-Athens-,https://www.sherdog.com/fighter/Aldo-Asnaj-257001
francesco controversa,01/20/1982,40,71,170,davide ferretti mma fighters elite,welterweight,2,5,Italy,-Manduria Taranto-,https://www.sherdog.com/fighter/Francesco-Controversa-221979
andreas aletraris,None,None,None,205,shogun cyprus,light heavyweight,0,0,Cyprus,None,https://www.sherdog.com/fighter/Andreas-Aletraris-262237
